tipe_transaksi                                                                                                                                                                                                                                                 ,id_akun             ,akun_nama                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,arah  ,total_debit                             ,total_kredit                            
PENJUALAN PIUTANG                                                                                                                                                                                                                                              ,280.1               ,PPN Keluaran PPJ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,KREDIT,                                    .000,                           787926964.747
PENJUALAN PIUTANG                                                                                                                                                                                                                                              ,401.2               ,Penjualan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,KREDIT,                                    .000,                        108186301571.825
PENJUALAN PIUTANG                                                                                                                                                                                                                                              ,405.3               ,Potongan Penjualan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,DEBIT ,                          1755266103.990,                                    .000
PENJUALAN PIUTANG                                                                                                                                                                                                                                              ,405.4               ,Pendapatan Diskon Pembelian Per Nota                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,ZERO  ,                                    .000,                                    .000
PENJUALAN PIUTANG                                                                                                                                                                                                                                              ,501.2               ,HPP PPJ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,DEBIT ,                        100839173004.380,                                    .000
PENJUALAN TUNAI                                                                                                                                                                                                                                                ,110.2               ,Kas Tunai                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,DEBIT ,                           148113307.000,                                    .000
PENJUALAN TUNAI                                                                                                                                                                                                                                                ,112.2               ,Persediaan Barang PPJ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,KREDIT,                                    .000,                           137691847.560
PENJUALAN TUNAI                                                                                                                                                                                                                                                ,401.2               ,Penjualan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,KREDIT,                                    .000,                           150294289.000
PENJUALAN TUNAI                                                                                                                                                                                                                                                ,405.3               ,Potongan Penjualan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,DEBIT ,                             2180982.000,                                    .000
PENJUALAN TUNAI                                                                                                                                                                                                                                                ,501.2               ,HPP PPJ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,DEBIT ,                           137691847.560,                                    .000
PENUKARAN KUPON CUSTOMER (DEPOSIT)                                                                                                                                                                                                                             ,125.3               ,Piutang Kupon                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,DEBIT ,                             1140000.000,                                    .000
PENUKARAN KUPON CUSTOMER (DEPOSIT)                                                                                                                                                                                                                             ,250.5               ,Retur Penjualan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,KREDIT,                                    .000,                             1140000.000
PENUKARAN KUPON CUSTOMER (TUNAI)                                                                                                                                                                                                                               ,110.2               ,Kas Tunai                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,KREDIT,                                    .000,                             4594500.000
PENUKARAN KUPON CUSTOMER (TUNAI)                                                                                                                                                                                                                               ,125.3               ,Piutang Kupon                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,DEBIT ,                             4594500.000,                                    .000
PENUKARAN KUPON SUPPLIER (DEPOSIT)                                                                                                                                                                                                                             ,125.3               ,Piutang Kupon                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,KREDIT,                                    .000,                             8482650.000
PENUKARAN KUPON SUPPLIER (DEPOSIT)                                                                                                                                                                                                                             ,153.1               ,Deposit Ke Supplier PPJ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,DEBIT ,                             8482650.000,                                    .000
PENUKARAN KUPON SUPPLIER (TUNAI)                                                                                                                                                                                                                               ,110.2               ,Kas Tunai                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,DEBIT ,                             3114500.000,                                    .000
PENUKARAN KUPON SUPPLIER (TUNAI)                                                                                                                                                                                                                               ,125.3               ,Piutang Kupon                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,KREDIT,                                    .000,                             3114500.000
RETUR CUSTOMER                                                                                                                                                                                                                                                 ,110.2               ,Kas Tunai                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,KREDIT,                                    .000,                            28564128.910
RETUR CUSTOMER                                                                                                                                                                                                                                                 ,112.2               ,Persediaan Barang PPJ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,DEBIT ,                          2619962458.254,                                    .000
